device_id,gender,age,group,restDay,restNight,workDay,workNight,education,entertainment,finance,game,health,life,news,shopping,social,tools,travel,brand,geoLabel
-2481120501268132958,1,1,3,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,-1.0
-2549193248212791047,0,1,1,3,0,2,1,0,0,0,12,0,6,0,0,0,0,0,2,2.0
-6250374472097445840,0,1,1,3,0,19,15,0,0,481,0,0,0,0,0,0,37,0,2,-1.0
2570450461227247452,0,0,0,1,3,0,3,0,0,7,0,0,0,0,0,0,7,0,3,15.0
3440188605771645903,1,1,3,3,4,1,8,0,16,16,16,0,0,0,0,0,0,0,1,4.0
-4108226266649839376,1,1,3,0,1,1,0,0,0,6,2,0,0,0,0,0,0,0,0,-1.0
7084222032512858148,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,6,-1.0
523847337922084688,0,1,1,3,1,2,1,0,0,7,7,0,0,7,0,0,0,0,0,10.0
6888899702112555703,1,1,3,4,0,1,3,0,0,104,0,0,0,0,0,0,8,0,5,-1.0
7545784246576329601,0,1,1,2,0,0,0,0,0,26,0,0,0,0,0,0,2,0,0,5.0
6500921075821578190,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-1.0
-7112668234054823597,1,0,2,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,5,-1.0
4497466998673636386,0,0,0,1,0,1,0,0,0,32,2,0,0,0,0,0,2,0,4,-1.0
1619884991377635376,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,5,0,9,-1.0
7437407516803279522,0,1,1,8,3,11,3,0,0,525,25,0,0,0,0,0,50,0,5,12.0
-1247139290244280182,0,0,0,0,0,1,1,0,0,2,6,0,2,2,0,0,0,0,4,-1.0
6502751252009064977,1,1,3,0,2,3,3,0,0,0,0,8,0,0,0,0,0,0,1,15.0
-5011399099962213113,0,0,0,2,1,1,2,0,6,6,6,0,0,0,0,0,0,0,0,-1.0
-5003835154826084220,0,0,0,2,1,1,1,0,0,80,5,0,0,0,0,0,5,0,0,9.0
-5472726492046718844,1,1,3,9,4,10,3,0,0,338,0,0,0,0,0,0,26,0,1,-1.0
-8517301287380015038,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,4.0
8244387175450254557,0,0,0,9,0,7,2,0,0,234,0,0,0,0,0,0,18,0,1,-1.0
-7706893842183452764,1,0,2,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,-1.0
-2399922671428572700,0,1,1,8,17,5,21,0,0,52,138,0,0,2,0,0,0,0,9,-1.0
9008209922450979985,0,0,0,8,2,18,7,0,0,455,0,0,0,0,0,0,35,0,4,-1.0
-3818654833559084603,0,0,0,5,4,12,3,0,0,0,0,0,0,0,0,24,0,0,1,0.0
-4244423238690086087,0,1,1,4,4,1,3,0,0,12,12,0,0,0,0,0,0,0,2,7.0
5489536525345696680,0,1,1,2,0,4,0,0,6,12,12,0,0,6,0,0,0,0,1,15.0
-516594427790026278,0,1,1,0,6,3,5,0,0,14,14,0,0,14,0,0,0,0,0,6.0
9033042740497313838,1,0,2,3,0,12,0,0,0,15,15,0,0,15,0,0,0,0,3,1.0
-613058353376853844,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,-1.0
2766406483634994707,1,0,2,3,1,2,3,0,0,0,18,0,9,0,0,0,0,0,5,-1.0
-1105170393566791929,0,0,0,3,4,2,2,0,11,11,11,0,0,0,0,0,0,0,6,15.0
407652974657386791,0,0,0,4,7,9,9,0,0,377,0,0,0,0,0,0,29,0,4,1.0
-4556680690105063633,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-1.0
-5774940480278544914,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,-1.0
8139230022271471395,0,0,0,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,8,-1.0
-5801597680195853803,0,0,0,1,0,1,0,0,0,6,2,0,0,2,0,0,0,0,2,9.0
8448927093819321247,0,1,1,4,2,4,4,0,0,182,0,0,0,0,0,0,14,0,1,-1.0
-8254125094305069701,0,0,0,2,0,0,0,0,0,4,6,0,0,0,0,2,0,0,0,5.0
144398046103110774,0,1,1,10,6,17,13,0,0,46,46,0,0,46,0,0,0,0,2,3.0
-5153153323709408818,0,1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,11.0
2742270491475811998,0,0,0,1,0,6,1,0,0,16,8,0,0,8,0,0,8,0,3,4.0
5441349705980027164,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-1.0
7734484921893169660,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0
6992080018797983723,0,1,1,3,7,10,4,0,0,24,0,0,0,0,0,0,24,0,5,10.0
-8293799387572099333,1,0,2,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,1,-1.0
-896753669813150965,0,0,0,0,5,4,8,0,0,17,0,0,0,0,0,0,17,0,0,6.0
-1881037928704205003,1,1,3,3,15,12,10,0,0,120,40,0,0,0,0,0,0,0,1,11.0
-2139596512697405229,0,1,1,14,16,35,15,0,0,1040,0,0,0,0,0,0,80,0,6,6.0
5763906009105604500,1,1,3,1,2,1,1,0,0,5,5,0,0,5,0,0,0,0,1,13.0
-7724631629305207519,0,0,0,1,2,0,0,0,0,3,3,0,0,3,0,0,0,0,1,-1.0
-1229321448869642523,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,4,-1.0
5065266414221240607,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,-1.0
7579492995556274245,1,1,3,2,1,3,0,0,0,6,6,0,0,6,0,0,0,0,1,-1.0
-336306609057817230,0,1,1,2,0,4,1,0,0,7,7,0,0,7,0,0,0,0,2,1.0
2964606707439606705,0,1,1,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,5,15.0
-585630030531698139,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,3,0,0,0,-1.0
-6795754198705293523,0,1,1,10,6,9,5,0,0,30,0,0,0,0,0,0,30,0,4,3.0
3378213612643478588,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,12.0
-8394620485711180718,1,0,2,1,0,5,3,0,0,72,9,0,0,0,0,0,9,0,5,-1.0
-4285268797926667115,0,0,0,1,2,0,0,0,0,3,3,0,0,9,0,0,0,0,4,7.0
-7096536484618975214,0,1,1,1,0,1,0,0,0,2,4,0,2,0,0,0,0,0,0,5.0
5633096429153040396,0,1,1,2,1,0,0,0,0,5,5,0,0,11,0,0,0,0,2,-1.0
6089978906328903423,0,0,0,10,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,-1.0
-4479500847977668879,1,1,3,1,1,9,2,0,0,104,13,0,0,0,0,0,13,0,0,1.0
-2031436432579842783,0,1,1,2,1,0,5,0,0,0,0,0,8,0,0,0,0,0,0,10.0
7733416782532779420,1,1,3,1,0,2,0,0,0,9,3,0,0,0,0,0,0,0,0,-1.0
-856856221533412639,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2.0
5401291967464054184,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4,-1.0
-6627501375370019637,0,0,0,2,2,1,5,0,0,10,0,0,0,0,0,0,10,0,0,6.0
3684000424826444041,0,0,0,1,2,5,3,0,0,11,22,0,0,0,0,0,0,0,2,-1.0
-1408945439751446121,0,1,1,1,1,2,1,0,5,5,5,0,0,0,0,0,0,0,2,-1.0
-5044894706100277902,0,1,1,9,8,3,4,0,0,24,0,0,0,0,0,0,24,0,1,1.0
5810142002110750208,1,1,3,30,27,26,19,0,102,102,102,0,0,0,0,0,0,0,5,-1.0
-3188518073791728146,0,1,1,0,3,2,1,0,12,0,0,0,0,0,0,6,0,0,2,15.0
550263806402569695,0,1,1,4,1,6,1,0,0,12,12,0,12,0,0,0,0,0,8,-1.0
-5749928438516599544,0,0,0,4,0,12,2,0,0,18,72,0,0,0,0,0,18,0,2,15.0
-1772291507671543548,0,0,0,2,0,2,0,0,8,0,0,0,0,0,0,4,0,0,0,-1.0
-6946985184043153264,0,0,0,0,0,4,1,0,0,0,10,0,5,0,0,0,0,0,3,-1.0
-4214995250784832080,0,1,1,9,5,11,11,0,0,576,36,0,0,0,0,0,36,0,0,15.0
5448451339063712469,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,6,-1.0
3942632019949085004,0,1,1,4,0,9,5,0,0,18,18,0,0,18,0,0,0,0,1,15.0
-1280327944751299061,0,0,0,5,1,4,4,0,0,14,28,0,0,0,0,0,21,0,0,10.0
-6034668068708284865,0,0,0,1,5,5,6,0,0,17,17,0,0,17,0,0,0,0,0,9.0
3123628460593686747,0,0,0,1,1,4,2,0,0,8,32,0,16,8,8,0,0,0,7,2.0
-1572578301550423891,0,0,0,3,0,2,2,0,0,112,14,0,7,0,0,0,14,0,1,-1.0
-9073043421905782689,1,1,3,12,8,22,8,0,0,400,50,0,0,0,0,0,50,0,3,-1.0
-8471325013826026159,0,0,0,2,6,14,3,0,0,75,25,0,0,0,0,0,0,0,1,13.0
-2345381605524855101,0,1,1,5,1,10,2,0,0,18,18,0,0,18,0,0,0,0,4,1.0
-6476486144331420361,1,1,3,3,6,0,0,0,0,9,9,0,0,27,0,0,0,0,2,-1.0
69535417045141692,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,-1.0
5178654063935103877,0,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,1,-1.0
4350212821142994011,0,1,1,3,2,0,10,0,0,169,43,0,0,45,0,0,14,0,1,-1.0
6973595442660289026,0,1,1,3,0,5,5,0,0,169,0,0,0,0,0,0,13,0,9,-1.0
-602478962938597911,1,1,3,0,4,0,4,0,0,8,8,0,0,24,0,0,0,0,2,9.0
-7573691543383007097,0,0,0,2,2,4,1,0,0,9,0,0,0,0,0,0,0,0,4,-1.0
1995738505271477819,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,1,9.0
8937169435175957173,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,5,0,2,-1.0
-1817502319478569661,1,1,3,3,4,4,4,0,0,195,0,0,0,0,0,0,15,0,8,-1.0
-3132132269808833461,0,0,0,5,1,7,0,0,0,39,13,0,0,0,0,0,0,0,4,-1.0
-1425843856570810539,0,1,1,2,1,1,3,0,7,7,7,0,0,0,0,0,0,0,0,1.0
-2711719250567372126,0,0,0,0,3,3,1,0,0,0,7,0,0,0,0,0,0,0,2,-1.0
3356243047762353260,0,1,1,3,1,6,8,0,18,174,18,0,0,0,0,0,12,0,0,-1.0
-8291031721825406504,1,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,-1.0
8709844073593545585,1,0,2,1,9,5,8,0,0,299,0,0,0,0,0,0,23,0,0,10.0
-221913572778679261,0,0,0,1,2,4,0,0,7,7,7,0,0,0,0,0,0,0,4,0.0
-1135140111863608211,0,1,1,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,1,-1.0
-5465642103973162699,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4,1.0
-5196196551075293756,0,1,1,9,3,31,1,0,0,572,0,0,0,0,0,0,44,0,7,-1.0
3878106357013571098,1,1,3,0,1,1,0,0,0,2,2,0,0,2,0,0,0,0,0,15.0
-4718010582022757541,0,1,1,6,8,1,4,0,0,152,19,0,0,0,13,0,19,0,0,-1.0
-4845339526909437808,0,1,1,28,34,12,26,0,0,100,100,0,0,100,0,0,0,0,0,-1.0
7563262287375824533,0,0,0,1,9,1,3,0,14,14,14,0,0,0,0,0,0,0,0,3.0
-3805068702978741757,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-1.0
-269770953948714027,1,0,2,2,0,0,0,0,0,33,3,0,0,0,0,0,2,0,0,-1.0
-711113447369256660,1,1,3,1,0,2,0,0,0,3,3,0,0,3,0,0,0,0,2,-1.0
-8161668062299380280,0,1,1,4,1,7,4,0,0,16,64,0,0,0,0,0,16,0,2,-1.0
4364599824317031660,1,1,3,0,1,1,1,0,0,9,3,0,0,0,0,0,0,0,1,-1.0
-6163017595549260862,0,1,1,2,0,0,1,0,0,3,3,0,0,0,0,0,0,0,2,-1.0
4344594576919177640,0,1,1,4,6,9,13,0,0,32,128,0,0,0,0,0,32,0,8,-1.0
-260385588484066137,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,-1.0
-6112814561836081443,0,1,1,2,1,1,3,0,7,7,14,0,0,0,0,0,0,0,0,9.0
-5395087550786798545,0,1,1,8,0,2,4,0,0,14,0,0,0,0,0,0,14,0,0,-1.0
-8993231040382165910,1,1,3,3,3,7,2,0,0,120,15,0,15,0,0,0,15,0,4,-1.0
6904960262231620330,0,0,0,2,9,3,14,0,0,56,56,0,28,28,0,0,0,0,5,15.0
-8681977036672429659,0,1,1,0,1,1,0,0,0,2,8,0,0,0,0,0,4,0,9,-1.0
-1356499102493141912,0,0,0,2,1,8,1,0,0,12,0,0,0,0,0,0,12,0,7,-1.0
-7452296459489890159,0,1,1,3,0,5,5,0,0,13,26,0,0,0,0,0,0,0,1,6.0
-4577091228283408943,1,1,3,2,1,2,1,0,0,78,0,0,0,0,0,0,6,0,9,-1.0
-3214635607065948833,1,1,3,12,7,17,11,0,0,686,75,0,0,131,0,0,47,0,2,15.0
-2302972213534197099,0,0,0,0,0,1,1,0,0,0,4,0,2,0,0,0,0,0,1,-1.0
-1503580149817943977,0,0,0,9,0,7,7,0,23,69,23,0,0,0,0,0,0,0,1,0.0
-5470502612039236301,1,0,2,5,0,3,0,0,0,8,8,0,8,0,0,0,0,0,5,1.0
3364925177103481540,0,1,1,1,6,0,5,0,0,0,24,0,12,0,0,0,0,0,0,2.0
644139419172207212,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,-1.0
8270892187656874650,1,1,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,8,-1.0
368758960743686349,0,1,1,0,13,9,3,0,0,77,27,0,0,2,0,0,0,0,9,3.0
2036495030605948310,0,1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0.0
-5487247430982107181,1,0,2,0,2,1,3,0,0,6,6,0,0,6,0,0,0,0,3,-1.0
-7304286245029037081,0,1,1,1,4,1,7,0,0,37,11,0,0,33,0,0,2,0,7,6.0
6160307526306170307,0,1,1,2,8,6,0,0,0,16,32,0,0,0,0,0,0,0,1,-1.0
5925569065397176417,0,0,0,7,5,13,9,0,0,272,34,0,34,0,0,0,34,0,1,-1.0
7316508503162633036,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,7,0,4,12.0
-758484923621528222,1,0,2,22,0,6,4,0,0,32,32,0,0,32,0,0,0,0,6,10.0
359485763673282448,0,0,0,2,2,1,9,0,0,14,28,0,0,0,0,0,0,0,9,5.0
-7046586939786986765,0,1,1,0,5,1,5,0,0,231,11,0,0,0,0,0,22,0,9,-1.0
7593760040389683384,0,1,1,3,1,0,4,0,8,8,8,0,0,0,0,0,0,0,1,15.0
-2107978186362604923,0,1,1,2,4,3,3,0,0,12,24,0,0,0,0,0,0,0,3,-1.0
4232235518342185371,0,0,0,7,3,13,5,0,0,28,0,0,0,0,0,0,28,0,9,13.0
-4201737705090897083,0,0,0,8,2,11,2,0,0,368,23,0,0,0,0,0,23,0,9,-1.0
-2489452016049856063,1,1,3,2,0,1,1,0,0,4,4,0,0,4,0,0,0,0,0,6.0
6060193466558484010,0,1,1,1,2,4,2,0,0,117,0,0,0,0,0,0,9,0,0,6.0
7537663806639096471,1,0,2,3,2,2,3,0,0,0,0,0,0,0,0,0,10,0,1,4.0
5062992911097960831,0,0,0,5,1,6,4,12,0,16,32,0,0,0,0,16,0,0,4,3.0
-9124141452628560252,0,0,0,2,6,1,2,0,11,11,22,0,0,0,0,0,0,0,9,-1.0
3609111377277085838,0,1,1,6,4,6,4,0,0,60,20,0,0,0,0,0,0,0,2,2.0
-2399875877066359923,0,1,1,1,4,3,0,0,0,8,8,0,0,8,0,0,0,0,2,-1.0
-8480718447707947077,1,0,2,0,1,2,0,0,0,0,3,0,3,0,0,0,0,0,1,-1.0
7782931817263113498,1,1,3,4,1,4,0,0,0,9,18,0,0,0,0,0,0,0,9,-1.0
-1109612885029299249,1,0,2,3,2,1,2,0,0,24,8,0,0,0,0,0,0,0,0,0.0
8780127796766524701,0,1,1,5,7,0,5,0,0,293,9,0,0,0,0,0,26,0,0,15.0
-8420028542724590328,0,1,1,0,3,2,1,0,0,6,6,0,0,0,0,0,0,0,2,-1.0
6479857868599062626,1,1,3,4,0,2,2,0,0,8,8,0,0,0,0,0,0,0,0,4.0
2360763764665150809,1,1,3,20,12,16,21,0,0,69,138,0,0,0,0,0,0,0,2,5.0
5522323554081011088,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,8,2.0
1289243613815309108,0,1,1,0,0,6,0,0,0,6,6,0,0,18,0,0,0,0,9,10.0
-8813801566289480611,1,0,2,0,6,3,3,0,0,12,12,0,0,12,0,0,0,0,5,-1.0
-655301802033910420,1,0,2,1,1,2,0,0,0,4,4,0,0,4,0,0,0,0,3,-1.0
-3992437806233192141,0,0,0,7,3,14,14,0,0,494,0,0,0,0,0,0,38,0,0,-1.0
-7408352169497567440,0,1,1,9,10,12,10,0,41,41,41,0,0,0,0,0,0,0,1,15.0
-2148128714561666405,1,1,3,9,1,6,2,0,0,0,0,0,0,0,18,0,0,0,6,13.0
-7217476777626436971,0,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,-1.0
-1822103882071227066,1,1,3,4,0,3,2,0,0,9,9,0,0,9,0,0,0,0,5,4.0
-373607400072988258,0,0,0,4,0,16,1,0,0,21,21,0,0,21,0,0,0,0,6,15.0
-429999002924329359,0,1,1,5,5,13,13,0,0,468,0,0,0,0,0,0,36,0,1,15.0
7534947222717536247,1,0,2,1,0,3,0,0,0,4,4,0,0,12,0,0,0,0,3,-1.0
3190325046292325157,1,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5,0.0
1524559312680166406,1,1,3,4,6,2,7,0,0,399,19,0,19,0,0,0,38,0,4,-1.0
6178324786347222418,1,0,2,1,0,0,2,3,3,6,6,0,0,3,0,0,0,0,0,-1.0
1689111140581080899,1,0,2,0,0,0,2,0,0,26,0,0,0,0,0,0,2,0,4,-1.0
4695457922904583514,1,1,3,0,2,6,0,0,0,104,0,0,0,0,0,0,8,0,2,-1.0
-48202548844017644,0,1,1,7,1,1,4,0,0,169,0,0,0,0,0,0,13,0,3,3.0
1465734680579953269,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,-1.0
76979125237484082,0,1,1,0,0,0,2,0,0,16,2,0,2,0,0,0,2,0,1,-1.0
-4566950095914860355,0,1,1,9,4,31,14,0,0,754,0,0,0,0,0,0,58,0,0,-1.0
2251685069327832352,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15.0
5706234731137339054,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9,-1.0
-2814889013718738083,0,0,0,3,0,2,2,0,0,91,0,0,0,0,0,0,7,0,1,-1.0
-6092462055057753428,0,0,0,2,2,8,5,0,0,0,0,0,0,0,0,0,17,0,3,15.0
-4335198806976715968,0,0,0,3,0,13,1,0,0,357,17,0,0,0,0,0,34,0,0,-1.0
864116150003155884,0,1,1,2,9,3,8,0,0,190,65,0,21,0,0,0,21,0,1,5.0
7750697126434128256,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,-1.0
14146685518763335,0,1,1,1,4,3,5,0,0,13,26,0,0,0,0,0,0,0,2,-1.0
-8610005888307299514,0,1,1,6,8,7,9,0,0,390,0,0,0,0,0,0,30,0,1,9.0
1351339990142312251,0,0,0,3,0,1,4,0,0,8,32,0,0,0,0,0,8,0,2,5.0
-6110677059716179509,0,1,1,3,2,4,2,0,0,11,11,0,0,11,0,0,0,0,0,10.0
2780033603487194545,1,1,3,5,4,10,2,0,0,21,42,0,0,0,0,0,0,0,0,-1.0
8885504439581201278,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,6,-1.0
5168217981119781436,0,0,0,5,7,0,0,0,0,12,0,0,0,0,0,0,12,0,1,14.0
-7448093538825065280,1,1,3,3,0,0,7,0,0,10,10,0,0,30,0,0,0,0,1,15.0
5019705309175725885,0,1,1,11,3,17,7,0,0,304,74,0,36,0,0,0,38,0,0,-1.0
2997888435747568756,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,1,-1.0
-6780868410388804582,1,1,3,0,2,1,2,0,0,0,25,0,0,0,0,0,0,0,1,-1.0
1723452708280231054,1,1,3,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,-1.0
-3495094876520022225,0,1,1,7,1,7,1,0,0,16,16,0,0,48,0,0,0,0,9,-1.0
-231345657957279994,0,0,0,5,0,2,3,0,0,0,10,0,0,0,0,0,0,0,4,-1.0
-6226093682658913200,0,0,0,0,1,0,3,0,4,8,8,0,4,0,0,0,0,0,3,8.0
3225387445500784964,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2.0
4379446096845460615,1,1,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,9,12.0
1656631251025731132,0,1,1,1,3,11,5,0,0,279,19,0,0,19,0,0,20,0,0,8.0
-5842819575271997631,0,0,0,0,1,7,2,0,0,10,20,0,0,0,0,0,10,0,4,0.0
1831809392630258544,1,0,2,5,2,10,6,0,0,368,23,0,0,0,0,0,23,0,3,-1.0
5467636976149166201,0,1,1,1,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,5.0
7487220133381574394,1,1,3,5,3,4,0,0,0,156,0,0,0,0,0,0,12,0,0,-1.0
-3002595526232988896,0,1,1,2,3,2,6,0,0,13,13,0,0,13,0,0,0,0,0,-1.0
-724893342776136696,0,0,0,0,1,2,1,0,0,4,16,0,0,0,0,0,4,0,2,-1.0
-4655162081410840777,1,1,3,2,4,2,7,0,0,195,0,0,0,0,0,0,15,0,0,-1.0
-7947688340651673291,1,0,2,0,1,0,0,0,1,2,2,0,0,1,0,0,0,0,2,-1.0
-4035272141213950025,0,1,1,7,0,12,5,0,24,24,24,0,0,0,0,0,0,0,1,1.0
1725792625820644067,0,0,0,1,2,0,0,0,0,24,3,0,3,0,0,0,3,0,4,0.0
-2396453222460020443,0,1,1,0,0,1,0,0,0,21,1,0,0,0,0,0,2,0,2,-1.0
822537183051346374,0,1,1,3,0,4,0,0,0,91,0,0,0,0,0,0,7,0,8,6.0
5016329364100172435,0,0,0,2,3,5,2,0,0,12,24,0,0,0,0,0,0,0,1,-1.0
-4241497807051675701,0,1,1,1,0,2,0,0,3,3,18,0,0,0,0,0,3,0,1,2.0
-1716101595111805681,1,0,2,2,1,4,1,0,0,24,8,0,0,0,0,0,0,0,0,13.0
4616319245837151476,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,4,-1.0
8159564106128851872,0,1,1,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,1,-1.0
